'Assembly Accession'	'SRA Accession'	'Prob_Chromosome'	'Prob_Plasmid'	'Prediction'	'Contig_name'	'Contig_length'
GCA_016890045.1	SRR13182993	0.936672584920805	0.0633274150791953	"Chromosome"	"SRR13182993_202105251828_44_length_12684_cov_60.915744"	12684
GCA_016890045.1	SRR13182993	0.929607373254401	0.0703926267455985	"Chromosome"	"SRR13182993_202105251828_45_length_11820_cov_55.372274"	11820
GCA_016890045.1	SRR13182993	0.749859365565937	0.250140634434063	"Chromosome"	"SRR13182993_202105251828_46_length_11650_cov_53.242645"	11650
GCA_016890045.1	SRR13182993	0.0337283005343935	0.966271699465607	"Plasmid"	"SRR13182993_202105251828_47_length_11167_cov_58.147464"	11167
GCA_016890045.1	SRR13182993	0.944788898928746	0.0552111010712537	"Chromosome"	"SRR13182993_202105251828_48_length_10776_cov_64.830313"	10776
GCA_016890045.1	SRR13182993	0.940431256268744	0.0595687437312556	"Chromosome"	"SRR13182993_202105251828_49_length_8484_cov_54.789996"	8484
GCA_016890045.1	SRR13182993	0.993223606609519	0.00677639339048108	"Chromosome"	"SRR13182993_202105251828_50_length_6846_cov_65.933919"	6846
GCA_016890045.1	SRR13182993	0.264917431913082	0.735082568086918	"Plasmid"	"SRR13182993_202105251828_51_length_6341_cov_59.432733"	6341
GCA_016890045.1	SRR13182993	0.533116750677125	0.466883249322875	"Chromosome"	"SRR13182993_202105251828_52_length_5513_cov_79.285926"	5513
GCA_016890045.1	SRR13182993	0.16669463127057	0.83330536872943	"Plasmid"	"SRR13182993_202105251828_53_length_5497_cov_55.149907"	5497
GCA_016890045.1	SRR13182993	0.877309055871415	0.122690944128585	"Chromosome"	"SRR13182993_202105251828_54_length_5378_cov_1208.346982"	5378
GCA_016890045.1	SRR13182993	0.929907627585378	0.070092372414622	"Chromosome"	"SRR13182993_202105251828_55_length_5303_cov_72.675618"	5303
GCA_016890045.1	SRR13182993	0.998580298456502	0.00141970154349824	"Chromosome"	"SRR13182993_202105251828_56_length_5156_cov_54.097236"	5156
GCA_016890045.1	SRR13182993	0.998211542311276	0.00178845768872404	"Chromosome"	"SRR13182993_202105251828_57_length_5077_cov_50.784444"	5077
GCA_016890045.1	SRR13182993	0.993167986141464	0.00683201385853582	"Chromosome"	"SRR13182993_202105251828_58_length_4837_cov_393.749257"	4837
GCA_016890045.1	SRR13182993	0.975492417715111	0.0245075822848894	"Chromosome"	"SRR13182993_202105251828_59_length_4369_cov_64.316596"	4369
GCA_016890045.1	SRR13182993	0.464886195860543	0.535113804139457	"Plasmid"	"SRR13182993_202105251828_60_length_3606_cov_52.540385"	3606
GCA_016890045.1	SRR13182993	0.334638009281023	0.665361990718977	"Plasmid"	"SRR13182993_202105251828_61_length_3415_cov_55.641423"	3415
GCA_016890045.1	SRR13182993	0.963359611820136	0.0366403881798638	"Chromosome"	"SRR13182993_202105251828_62_length_3216_cov_53.799935"	3216
GCA_016890045.1	SRR13182993	0.955171977190697	0.0448280228093028	"Chromosome"	"SRR13182993_202105251828_63_length_3164_cov_58.514323"	3164
GCA_016890045.1	SRR13182993	0.946937131215945	0.0530628687840554	"Chromosome"	"SRR13182993_202105251828_64_length_3089_cov_65.649561"	3089
GCA_016890045.1	SRR13182993	0.928837427451143	0.0711625725488572	"Chromosome"	"SRR13182993_202105251828_65_length_2581_cov_243.193154"	2581
GCA_016890045.1	SRR13182993	0.493193676402158	0.506806323597842	"Plasmid"	"SRR13182993_202105251828_66_length_2532_cov_256.355094"	2532
GCA_016890045.1	SRR13182993	0.0273847067145685	0.972615293285432	"Plasmid"	"SRR13182993_202105251828_67_length_2436_cov_57.705067"	2436
GCA_016890045.1	SRR13182993	0.83448942308403	0.16551057691597	"Chromosome"	"SRR13182993_202105251828_68_length_2272_cov_172.420979"	2272
GCA_016890045.1	SRR13182993	0.0295943593445549	0.970405640655445	"Plasmid"	"SRR13182993_202105251828_69_length_2216_cov_48.437051"	2216
GCA_016890045.1	SRR13182993	0.999174290734384	0.000825709265615537	"Chromosome"	"SRR13182993_202105251828_70_length_1793_cov_106.620648"	1793
GCA_016890045.1	SRR13182993	0.990628509467318	0.00937149053268227	"Chromosome"	"SRR13182993_202105251828_71_length_1753_cov_60.923124"	1753
GCA_016890045.1	SRR13182993	0.974314641432861	0.0256853585671395	"Chromosome"	"SRR13182993_202105251828_72_length_1704_cov_68.133164"	1704
GCA_016890045.1	SRR13182993	0.85171337034542	0.14828662965458	"Chromosome"	"SRR13182993_202105251828_73_length_1443_cov_128.703647"	1443
GCA_016890045.1	SRR13182993	0.00565711161452587	0.994342888385474	"Plasmid"	"SRR13182993_202105251828_74_length_1368_cov_106.318292"	1368
GCA_016890045.1	SRR13182993	0.862673512291734	0.137326487708266	"Chromosome"	"SRR13182993_202105251828_75_length_1152_cov_56.514146"	1152
GCA_016890045.1	SRR13182993	0.497798905677202	0.502201094322798	"Plasmid"	"SRR13182993_202105251828_76_length_1131_cov_70.934263"	1131
GCA_016890045.1	SRR13182993	0.99287354763157	0.00712645236842968	"Chromosome"	"SRR13182993_202105251828_77_length_1081_cov_70.110063"	1081
GCA_016890045.1	SRR13182993	0.995653994175335	0.00434600582466493	"Chromosome"	"SRR13182993_202105251828_78_length_1074_cov_88.545935"	1074
GCA_016890045.1	SRR13182993	0.66047532038655	0.33952467961345	"Chromosome"	"SRR13182993_202105251828_79_length_1054_cov_53.951456"	1054
GCA_016890105.1	SRR13183024	0.98085226314801	0.0191477368519899	"Chromosome"	"SRR13183024_202105251828_1_length_623201_cov_23.605487"	623201
GCA_016890105.1	SRR13183024	0.97761373233294	0.0223862676670596	"Chromosome"	"SRR13183024_202105251828_2_length_584605_cov_24.701807"	584605
GCA_016890105.1	SRR13183024	0.966302674927169	0.0336973250728313	"Chromosome"	"SRR13183024_202105251828_3_length_476926_cov_23.158794"	476926
GCA_016890105.1	SRR13183024	0.977856525252372	0.0221434747476278	"Chromosome"	"SRR13183024_202105251828_4_length_342429_cov_26.496088"	342429
GCA_016890105.1	SRR13183024	0.975360717240447	0.0246392827595527	"Chromosome"	"SRR13183024_202105251828_5_length_336299_cov_28.149468"	336299
GCA_016890105.1	SRR13183024	0.979680020950487	0.0203199790495133	"Chromosome"	"SRR13183024_202105251828_6_length_319828_cov_22.105014"	319828
GCA_016890105.1	SRR13183024	0.969024060771788	0.0309759392282118	"Chromosome"	"SRR13183024_202105251828_7_length_276810_cov_29.099522"	276810
GCA_016890105.1	SRR13183024	0.974840150104465	0.0251598498955345	"Chromosome"	"SRR13183024_202105251828_8_length_249317_cov_25.744360"	249317
GCA_016890105.1	SRR13183024	0.973780681922924	0.0262193180770759	"Chromosome"	"SRR13183024_202105251828_9_length_191871_cov_27.478044"	191871
GCA_016890105.1	SRR13183024	0.980518631019188	0.019481368980812	"Chromosome"	"SRR13183024_202105251828_10_length_189337_cov_21.814428"	189337
GCA_016890105.1	SRR13183024	0.97839842119405	0.0216015788059503	"Chromosome"	"SRR13183024_202105251828_11_length_165219_cov_26.220544"	165219
GCA_016890105.1	SRR13183024	0.974051680982488	0.0259483190175117	"Chromosome"	"SRR13183024_202105251828_12_length_159515_cov_27.306723"	159515
GCA_016890105.1	SRR13183024	0.970735656366632	0.0292643436333679	"Chromosome"	"SRR13183024_202105251828_13_length_136619_cov_22.639041"	136619
GCA_016890105.1	SRR13183024	0.943146781094908	0.0568532189050923	"Chromosome"	"SRR13183024_202105251828_14_length_127459_cov_27.374211"	127459
GCA_016890105.1	SRR13183024	0.950618562515825	0.0493814374841746	"Chromosome"	"SRR13183024_202105251828_15_length_125454_cov_22.331365"	125454
GCA_016890105.1	SRR13183024	0.965056413370507	0.0349435866294935	"Chromosome"	"SRR13183024_202105251828_16_length_124147_cov_28.721118"	124147
GCA_016890105.1	SRR13183024	0.943115760484321	0.056884239515679	"Chromosome"	"SRR13183024_202105251828_17_length_109241_cov_27.880859"	109241
GCA_016890105.1	SRR13183024	0.937013709778036	0.0629862902219637	"Chromosome"	"SRR13183024_202105251828_18_length_95653_cov_23.347309"	95653
GCA_016890105.1	SRR13183024	0.981145847094562	0.0188541529054385	"Chromosome"	"SRR13183024_202105251828_19_length_89336_cov_27.048874"	89336
GCA_016890105.1	SRR13183024	0.939940411949976	0.060059588050024	"Chromosome"	"SRR13183024_202105251828_20_length_47624_cov_30.342801"	47624
GCA_016890105.1	SRR13183024	0.181744117614234	0.818255882385766	"Plasmid"	"SRR13183024_202105251828_21_length_44291_cov_22.444321"	44291
GCA_016890105.1	SRR13183024	0.962100661454536	0.0378993385454642	"Chromosome"	"SRR13183024_202105251828_22_length_41646_cov_29.338158"	41646
GCA_016890105.1	SRR13183024	0.942939167185665	0.0570608328143354	"Chromosome"	"SRR13183024_202105251828_23_length_30045_cov_27.228057"	30045
GCA_016890105.1	SRR13183024	0.884402730285991	0.115597269714009	"Chromosome"	"SRR13183024_202105251828_24_length_26964_cov_23.154563"	26964
GCA_016890105.1	SRR13183024	0.908240865359266	0.0917591346407342	"Chromosome"	"SRR13183024_202105251828_25_length_23711_cov_30.166469"	23711
GCA_016890105.1	SRR13183024	0.996042661224789	0.00395733877521087	"Chromosome"	"SRR13183024_202105251828_26_length_23591_cov_19.192167"	23591
GCA_016890105.1	SRR13183024	0.213895753632599	0.786104246367401	"Plasmid"	"SRR13183024_202105251828_27_length_21015_cov_21.654443"	21015
GCA_016890105.1	SRR13183024	0.270987944026771	0.729012055973229	"Plasmid"	"SRR13183024_202105251828_28_length_15149_cov_22.700107"	15149
GCA_016890105.1	SRR13183024	0.921793362813387	0.078206637186613	"Chromosome"	"SRR13183024_202105251828_29_length_13330_cov_33.874120"	13330
GCA_016890105.1	SRR13183024	0.974039375779235	0.0259606242207654	"Chromosome"	"SRR13183024_202105251828_30_length_12961_cov_24.344709"	12961
GCA_016890105.1	SRR13183024	0.994845066576182	0.00515493342381801	"Chromosome"	"SRR13183024_202105251828_31_length_10789_cov_23.687207"	10789
GCA_016890105.1	SRR13183024	0.944479750623646	0.0555202493763539	"Chromosome"	"SRR13183024_202105251828_32_length_10775_cov_31.078325"	10775
GCA_016890105.1	SRR13183024	0.262216410632289	0.737783589367711	"Plasmid"	"SRR13183024_202105251828_33_length_10375_cov_24.135441"	10375
GCA_016890105.1	SRR13183024	0.223219723510996	0.776780276489004	"Plasmid"	"SRR13183024_202105251828_34_length_10259_cov_20.064449"	10259
GCA_016890105.1	SRR13183024	0.832735099352843	0.167264900647157	"Chromosome"	"SRR13183024_202105251828_35_length_9123_cov_27.189640"	9123
GCA_016890105.1	SRR13183024	0.930226567861064	0.0697734321389364	"Chromosome"	"SRR13183024_202105251828_36_length_8495_cov_28.151649"	8495
GCA_016890105.1	SRR13183024	0.995935493867806	0.00406450613219433	"Chromosome"	"SRR13183024_202105251828_37_length_7776_cov_27.866518"	7776
GCA_016890105.1	SRR13183024	0.317964576359942	0.682035423640058	"Plasmid"	"SRR13183024_202105251828_38_length_7769_cov_17.480895"	7769
GCA_016890105.1	SRR13183024	0.11371787360828	0.88628212639172	"Plasmid"	"SRR13183024_202105251828_39_length_6488_cov_20.332967"	6488
GCA_016890105.1	SRR13183024	0.298092871403991	0.701907128596009	"Plasmid"	"SRR13183024_202105251828_40_length_5758_cov_203.764340"	5758
GCA_016890105.1	SRR13183024	0.972787414350047	0.027212585649953	"Chromosome"	"SRR13183024_202105251828_41_length_5605_cov_27.781307"	5605
GCA_016890105.1	SRR13183024	0.865729613403341	0.134270386596659	"Chromosome"	"SRR13183024_202105251828_42_length_5513_cov_30.638507"	5513
GCA_016890105.1	SRR13183024	0.997213795795329	0.00278620420467146	"Chromosome"	"SRR13183024_202105251828_43_length_5077_cov_20.868687"	5077
GCA_016890105.1	SRR13183024	0.980449009298967	0.0195509907010333	"Chromosome"	"SRR13183024_202105251828_44_length_4895_cov_164.493498"	4895
GCA_016890105.1	SRR13183024	0.975492417715111	0.0245075822848894	"Chromosome"	"SRR13183024_202105251828_45_length_4369_cov_32.471004"	4369
GCA_016890105.1	SRR13183024	0.889214452820301	0.110785547179699	"Chromosome"	"SRR13183024_202105251828_46_length_3676_cov_153.905044"	3676
GCA_016890105.1	SRR13183024	0.997143757046925	0.00285624295307518	"Chromosome"	"SRR13183024_202105251828_47_length_3089_cov_30.758609"	3089
GCA_016890105.1	SRR13183024	0.927435233567597	0.0725647664324025	"Chromosome"	"SRR13183024_202105251828_48_length_2583_cov_81.880293"	2583
GCA_016890105.1	SRR13183024	0.97085109716993	0.0291489028300702	"Chromosome"	"SRR13183024_202105251828_49_length_2532_cov_128.522245"	2532
GCA_016890105.1	SRR13183024	0.991505921750382	0.00849407824961845	"Chromosome"	"SRR13183024_202105251828_50_length_2503_cov_17.767256"	2503
GCA_016890105.1	SRR13183024	0.0229445642145422	0.977055435785458	"Plasmid"	"SRR13183024_202105251828_51_length_2439_cov_26.556228"	2439
GCA_016890105.1	SRR13183024	0.990628509467318	0.00937149053268227	"Chromosome"	"SRR13183024_202105251828_52_length_1753_cov_29.730627"	1753
GCA_016890105.1	SRR13183024	0.00416211127318866	0.995837888726811	"Plasmid"	"SRR13183024_202105251828_53_length_1679_cov_56.909794"	1679
GCA_016890105.1	SRR13183024	0.746445209280288	0.253554790719712	"Chromosome"	"SRR13183024_202105251828_54_length_1656_cov_81.109222"	1656
GCA_016890105.1	SRR13183024	0.949617421210088	0.0503825787899119	"Chromosome"	"SRR13183024_202105251828_55_length_1512_cov_36.113357"	1512
GCA_016890105.1	SRR13183024	0.992138582324682	0.00786141767531789	"Chromosome"	"SRR13183024_202105251828_56_length_1070_cov_38.722163"	1070
GCA_001469815.1	SRR2970646	0.9768274403357	0.0231725596642999	"Chromosome"	"SRR2970646_202105251828_1_length_500484_cov_1.163737"	500484
GCA_001469815.1	SRR2970646	0.958379585722756	0.0416204142772438	"Chromosome"	"SRR2970646_202105251828_2_length_308859_cov_1.082293"	308859
GCA_001469815.1	SRR2970646	0.975765115475089	0.0242348845249112	"Chromosome"	"SRR2970646_202105251828_3_length_292809_cov_0.948048"	292809
GCA_001469815.1	SRR2970646	0.976004946824052	0.023995053175948	"Chromosome"	"SRR2970646_202105251828_4_length_282322_cov_0.979272"	282322
GCA_001469815.1	SRR2970646	0.978799769301236	0.0212002306987642	"Chromosome"	"SRR2970646_202105251828_5_length_229918_cov_0.860383"	229918
GCA_001469815.1	SRR2970646	0.980847488964437	0.0191525110355633	"Chromosome"	"SRR2970646_202105251828_6_length_229777_cov_1.027508"	229777
GCA_001469815.1	SRR2970646	0.967802246058157	0.0321977539418429	"Chromosome"	"SRR2970646_202105251828_7_length_203618_cov_1.153822"	203618
GCA_001469815.1	SRR2970646	0.977321766939226	0.0226782330607739	"Chromosome"	"SRR2970646_202105251828_8_length_196296_cov_1.074598"	196296
GCA_001469815.1	SRR2970646	0.985820622732046	0.0141793772679543	"Chromosome"	"SRR2970646_202105251828_9_length_191092_cov_1.214765"	191092
GCA_001469815.1	SRR2970646	0.981660063961425	0.0183399360385748	"Chromosome"	"SRR2970646_202105251828_10_length_187431_cov_0.866661"	187431
GCA_001469815.1	SRR2970646	0.966088874087936	0.0339111259120639	"Chromosome"	"SRR2970646_202105251828_11_length_181540_cov_1.146977"	181540
GCA_001469815.1	SRR2970646	0.959316412232712	0.0406835877672884	"Chromosome"	"SRR2970646_202105251828_12_length_165710_cov_0.989693"	165710
GCA_001469815.1	SRR2970646	0.983655723412739	0.0163442765872615	"Chromosome"	"SRR2970646_202105251828_13_length_162934_cov_1.224101"	162934
GCA_001469815.1	SRR2970646	0.977208965364901	0.0227910346350991	"Chromosome"	"SRR2970646_202105251828_14_length_157908_cov_1.218622"	157908
GCA_001469815.1	SRR2970646	0.967807971794961	0.0321920282050387	"Chromosome"	"SRR2970646_202105251828_15_length_157416_cov_1.185985"	157416
GCA_001469815.1	SRR2970646	0.95244755899041	0.0475524410095901	"Chromosome"	"SRR2970646_202105251828_16_length_147796_cov_0.871861"	147796
GCA_001469815.1	SRR2970646	0.969142347925603	0.0308576520743965	"Chromosome"	"SRR2970646_202105251828_17_length_136543_cov_0.872565"	136543
GCA_001469815.1	SRR2970646	0.986090198454456	0.0139098015455439	"Chromosome"	"SRR2970646_202105251828_18_length_126363_cov_1.028012"	126363
GCA_001469815.1	SRR2970646	0.971134218567225	0.028865781432775	"Chromosome"	"SRR2970646_202105251828_19_length_124088_cov_1.229557"	124088
GCA_001469815.1	SRR2970646	0.965278777902889	0.0347212220971109	"Chromosome"	"SRR2970646_202105251828_20_length_109331_cov_1.254399"	109331
GCA_001469815.1	SRR2970646	0.971507121502159	0.0284928784978407	"Chromosome"	"SRR2970646_202105251828_21_length_107782_cov_1.233719"	107782
GCA_001469815.1	SRR2970646	0.99203688790896	0.00796311209104017	"Chromosome"	"SRR2970646_202105251828_22_length_107737_cov_0.934253"	107737
GCA_001469815.1	SRR2970646	0.983989128834168	0.0160108711658324	"Chromosome"	"SRR2970646_202105251828_23_length_97052_cov_0.832613"	97052
GCA_001469815.1	SRR2970646	0.959123108446048	0.0408768915539516	"Chromosome"	"SRR2970646_202105251828_24_length_86438_cov_1.029337"	86438
GCA_001469815.1	SRR2970646	0.947664283871421	0.052335716128579	"Chromosome"	"SRR2970646_202105251828_25_length_78620_cov_0.888135"	78620
GCA_001469815.1	SRR2970646	0.110681233333815	0.889318766666185	"Plasmid"	"SRR2970646_202105251828_26_length_61390_cov_2.363843"	61390
GCA_001469815.1	SRR2970646	0.925433267356588	0.0745667326434121	"Chromosome"	"SRR2970646_202105251828_27_length_42752_cov_1.170648"	42752
GCA_001469815.1	SRR2970646	0.961822103829907	0.0381778961700929	"Chromosome"	"SRR2970646_202105251828_28_length_41527_cov_1.226889"	41527
GCA_001469815.1	SRR2970646	0.927130149279368	0.0728698507206316	"Chromosome"	"SRR2970646_202105251828_29_length_33741_cov_0.918083"	33741
GCA_001469815.1	SRR2970646	0.972086854323006	0.0279131456769942	"Chromosome"	"SRR2970646_202105251828_30_length_33636_cov_1.207639"	33636
GCA_001469815.1	SRR2970646	0.908249711226772	0.0917502887732278	"Chromosome"	"SRR2970646_202105251828_31_length_33109_cov_1.115291"	33109
GCA_001469815.1	SRR2970646	0.940584493794694	0.0594155062053058	"Chromosome"	"SRR2970646_202105251828_32_length_29917_cov_1.216935"	29917
GCA_001469815.1	SRR2970646	0.930252926315676	0.0697470736843238	"Chromosome"	"SRR2970646_202105251828_33_length_23521_cov_1.120048"	23521
GCA_001469815.1	SRR2970646	0.985735976461234	0.0142640235387663	"Chromosome"	"SRR2970646_202105251828_34_length_23303_cov_0.806645"	23303
GCA_001469815.1	SRR2970646	0.99740907846506	0.00259092153493978	"Chromosome"	"SRR2970646_202105251828_35_length_21511_cov_1.020827"	21511
GCA_001469815.1	SRR2970646	0.877745843831133	0.122254156168867	"Chromosome"	"SRR2970646_202105251828_36_length_18864_cov_1.054244"	18864
GCA_001469815.1	SRR2970646	0.915781572106135	0.0842184278938646	"Chromosome"	"SRR2970646_202105251828_37_length_18299_cov_0.851170"	18299
GCA_001469815.1	SRR2970646	0.951665399831361	0.0483346001686388	"Chromosome"	"SRR2970646_202105251828_38_length_16015_cov_0.814989"	16015
GCA_001469815.1	SRR2970646	0.973627452629639	0.0263725473703607	"Chromosome"	"SRR2970646_202105251828_39_length_15424_cov_1.152150"	15424
GCA_001469815.1	SRR2970646	0.27682726361296	0.72317273638704	"Plasmid"	"SRR2970646_202105251828_40_length_15083_cov_2.201121"	15083
GCA_001469815.1	SRR2970646	0.0802253580832668	0.919774641916733	"Plasmid"	"SRR2970646_202105251828_41_length_14716_cov_2.224024"	14716
GCA_001469815.1	SRR2970646	0.963165990408805	0.0368340095911952	"Chromosome"	"SRR2970646_202105251828_42_length_13418_cov_1.162450"	13418
GCA_001469815.1	SRR2970646	0.317901794431428	0.682098205568572	"Plasmid"	"SRR2970646_202105251828_43_length_12416_cov_2.151230"	12416
GCA_001469815.1	SRR2970646	0.0995511203418036	0.900448879658196	"Plasmid"	"SRR2970646_202105251828_44_length_11263_cov_2.214132"	11263
GCA_001469815.1	SRR2970646	0.936490548975436	0.0635094510245642	"Chromosome"	"SRR2970646_202105251828_45_length_10694_cov_1.170614"	10694
GCA_001469815.1	SRR2970646	0.209361954836863	0.790638045163137	"Plasmid"	"SRR2970646_202105251828_46_length_10196_cov_2.208337"	10196
GCA_001469815.1	SRR2970646	0.973643694073713	0.0263563059262873	"Chromosome"	"SRR2970646_202105251828_47_length_6605_cov_0.984634"	6605
GCA_001469815.1	SRR2970646	0.0439596463783702	0.95604035362163	"Plasmid"	"SRR2970646_202105251828_48_length_6506_cov_2.113434"	6506
GCA_001469815.1	SRR2970646	0.626113969341079	0.373886030658921	"Chromosome"	"SRR2970646_202105251828_49_length_5504_cov_1.919919"	5504
GCA_001469815.1	SRR2970646	0.98696040480185	0.0130395951981502	"Chromosome"	"SRR2970646_202105251828_50_length_5114_cov_7.256727"	5114
GCA_001469815.1	SRR2970646	0.996156397100329	0.00384360289967067	"Chromosome"	"SRR2970646_202105251828_51_length_4969_cov_0.801025"	4969
GCA_001469815.1	SRR2970646	0.997942088964645	0.00205791103535491	"Chromosome"	"SRR2970646_202105251828_52_length_4726_cov_0.968676"	4726
GCA_001469815.1	SRR2970646	0.988308476772495	0.0116915232275047	"Chromosome"	"SRR2970646_202105251828_53_length_4635_cov_0.790749"	4635
GCA_001469815.1	SRR2970646	0.952856593780307	0.0471434062196934	"Chromosome"	"SRR2970646_202105251828_54_length_4372_cov_1.254737"	4372
GCA_001469815.1	SRR2970646	0.31817962756946	0.68182037243054	"Plasmid"	"SRR2970646_202105251828_55_length_3800_cov_2.533351"	3800
GCA_001469815.1	SRR2970646	0.99522950950216	0.00477049049784029	"Chromosome"	"SRR2970646_202105251828_56_length_3501_cov_1.589307"	3501
GCA_001469815.1	SRR2970646	0.996946866888628	0.00305313311137179	"Chromosome"	"SRR2970646_202105251828_57_length_3234_cov_0.775582"	3234
GCA_001469815.1	SRR2970646	0.994881460948585	0.00511853905141535	"Chromosome"	"SRR2970646_202105251828_58_length_2951_cov_0.855641"	2951
GCA_001469815.1	SRR2970646	0.967936297606823	0.0320637023931769	"Chromosome"	"SRR2970646_202105251828_59_length_2935_cov_1.126850"	2935
GCA_001469815.1	SRR2970646	0.297843383808822	0.702156616191178	"Plasmid"	"SRR2970646_202105251828_60_length_2642_cov_0.993713"	2642
GCA_001469815.1	SRR2970646	0.904416265198101	0.0955837348018988	"Chromosome"	"SRR2970646_202105251828_61_length_2503_cov_1.054863"	2503
GCA_001469815.1	SRR2970646	0.999211695894693	0.00078830410530728	"Chromosome"	"SRR2970646_202105251828_62_length_2484_cov_0.748220"	2484
GCA_001469815.1	SRR2970646	0.208539222071213	0.791460777928787	"Plasmid"	"SRR2970646_202105251828_63_length_2379_cov_2.315951"	2379
GCA_001469815.1	SRR2970646	0.986442050773663	0.0135579492263371	"Chromosome"	"SRR2970646_202105251828_64_length_1885_cov_0.704698"	1885
GCA_001469815.1	SRR2970646	0.371398983887254	0.628601016112746	"Plasmid"	"SRR2970646_202105251828_65_length_1821_cov_0.944896"	1821
GCA_001469815.1	SRR2970646	0.988665020306684	0.0113349796933162	"Chromosome"	"SRR2970646_202105251828_66_length_1746_cov_0.818678"	1746
GCA_001469815.1	SRR2970646	0.840048571640577	0.159951428359423	"Chromosome"	"SRR2970646_202105251828_67_length_1689_cov_0.903894"	1689
GCA_001469815.1	SRR2970646	0.989649599911161	0.0103504000888395	"Chromosome"	"SRR2970646_202105251828_68_length_1674_cov_0.773621"	1674
GCA_001469815.1	SRR2970646	0.993877007810537	0.00612299218946288	"Chromosome"	"SRR2970646_202105251828_69_length_1658_cov_0.809737"	1658
GCA_001469815.1	SRR2970646	0.913661876166004	0.086338123833996	"Chromosome"	"SRR2970646_202105251828_70_length_1644_cov_0.921784"	1644
GCA_001469815.1	SRR2970646	0.854078992627783	0.145921007372217	"Chromosome"	"SRR2970646_202105251828_71_length_1427_cov_1.075188"	1427
GCA_001469815.1	SRR2970646	0.991935904948709	0.00806409505129146	"Chromosome"	"SRR2970646_202105251828_72_length_1244_cov_0.875327"	1244
GCA_001469815.1	SRR2970646	0.999604414113927	0.000395585886073024	"Chromosome"	"SRR2970646_202105251828_73_length_1218_cov_0.971454"	1218
GCA_001469815.1	SRR2970646	0.99922431891638	0.000775681083619917	"Chromosome"	"SRR2970646_202105251828_74_length_1208_cov_0.747975"	1208
GCA_002996945.1	SRR3112329	0.978872661171124	0.0211273388288757	"Chromosome"	"SRR3112329_202105251828_1_length_327200_cov_3.291382"	327200
GCA_002996945.1	SRR3112329	0.972004863332512	0.0279951366674884	"Chromosome"	"SRR3112329_202105251828_2_length_243658_cov_4.048066"	243658
GCA_002996945.1	SRR3112329	0.95696807607442	0.04303192392558	"Chromosome"	"SRR3112329_202105251828_3_length_222726_cov_3.523786"	222726
GCA_002996945.1	SRR3112329	0.973749730171802	0.0262502698281977	"Chromosome"	"SRR3112329_202105251828_4_length_189093_cov_3.434052"	189093
GCA_002996945.1	SRR3112329	0.970541105425869	0.0294588945741314	"Chromosome"	"SRR3112329_202105251828_5_length_185725_cov_3.940133"	185725
GCA_002996945.1	SRR3112329	0.983103062351531	0.0168969376484691	"Chromosome"	"SRR3112329_202105251828_6_length_179053_cov_3.344342"	179053
GCA_002996945.1	SRR3112329	0.975015613219182	0.0249843867808185	"Chromosome"	"SRR3112329_202105251828_7_length_173695_cov_3.708476"	173695
GCA_002996945.1	SRR3112329	0.975183659658287	0.024816340341713	"Chromosome"	"SRR3112329_202105251828_8_length_166992_cov_3.299428"	166992
GCA_002996945.1	SRR3112329	0.975119467722367	0.0248805322776332	"Chromosome"	"SRR3112329_202105251828_9_length_160062_cov_3.768256"	160062
GCA_002996945.1	SRR3112329	0.972648502485808	0.0273514975141922	"Chromosome"	"SRR3112329_202105251828_10_length_160011_cov_3.763529"	160011
GCA_002996945.1	SRR3112329	0.977385345285466	0.0226146547145342	"Chromosome"	"SRR3112329_202105251828_11_length_159545_cov_3.570029"	159545
GCA_002996945.1	SRR3112329	0.979399586321772	0.0206004136782282	"Chromosome"	"SRR3112329_202105251828_12_length_150457_cov_3.771668"	150457
GCA_002996945.1	SRR3112329	0.975074224718337	0.0249257752816631	"Chromosome"	"SRR3112329_202105251828_13_length_136210_cov_3.807645"	136210
GCA_002996945.1	SRR3112329	0.979492575743572	0.0205074242564285	"Chromosome"	"SRR3112329_202105251828_14_length_132589_cov_3.204035"	132589
GCA_002996945.1	SRR3112329	0.981081722305126	0.0189182776948741	"Chromosome"	"SRR3112329_202105251828_15_length_131561_cov_3.137513"	131561
GCA_002996945.1	SRR3112329	0.978154684649378	0.0218453153506215	"Chromosome"	"SRR3112329_202105251828_16_length_130943_cov_3.106316"	130943
GCA_002996945.1	SRR3112329	0.965102778393324	0.0348972216066763	"Chromosome"	"SRR3112329_202105251828_17_length_124025_cov_3.885401"	124025
GCA_002996945.1	SRR3112329	0.989078436400969	0.0109215635990314	"Chromosome"	"SRR3112329_202105251828_18_length_118459_cov_3.210777"	118459
GCA_002996945.1	SRR3112329	0.976360073228743	0.0236399267712569	"Chromosome"	"SRR3112329_202105251828_19_length_111339_cov_3.139084"	111339
GCA_002996945.1	SRR3112329	0.943096252366044	0.056903747633956	"Chromosome"	"SRR3112329_202105251828_20_length_109301_cov_3.840024"	109301
GCA_002996945.1	SRR3112329	0.964778143130904	0.0352218568690956	"Chromosome"	"SRR3112329_202105251828_21_length_106050_cov_3.605967"	106050
GCA_002996945.1	SRR3112329	0.961065883048002	0.0389341169519982	"Chromosome"	"SRR3112329_202105251828_22_length_101056_cov_3.197209"	101056
