GCA_013795065.1_ASM1379506v1,plasmid_novel_1ba7f408ae00e383996cea023ed25142,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_AA038,CP056866.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_AA038,CP056866.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_AA038,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_AA038,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_AA038,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,GCA_013795065.1
GCA_013893495.1_ASM1389349v1,plasmid_AB238,CP057680.1,GCA_013893495.1
GCA_013893495.1_ASM1389349v1,plasmid_AF232,CP057677.1,GCA_013893495.1
GCA_013893495.1_ASM1389349v1,plasmid_AB448,CP057679.1,GCA_013893495.1
GCA_013899145.1_ASM1389914v1,plasmid_AA474,CP057846.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AE638,CP057844.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AE638,CP057844.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AC509,CP057847.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AA979,CP057848.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057845.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057845.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057845.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057843.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057844.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057844.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057844.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057844.1,GCA_013899145.1
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057844.1,GCA_013899145.1
GCA_013797045.1_ASM1379704v1,plasmid_AA378,CP056895.1,GCA_013797045.1
GCA_013592195.1_ASM1359219v1,plasmid_AC247,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AC247,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055627.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055627.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA674,CP055629.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AB002,CP055626.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AB002,CP055626.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AC621,CP055628.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AC621,CP055628.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AC621,CP055624.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AC621,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055627.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055627.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055627.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055627.1,GCA_013592195.1
GCA_013592195.1_ASM1359219v1,plasmid_AG799,CP055625.1,GCA_013592195.1
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058016.1,GCA_014108945.1
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,GCA_013895455.1
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,GCA_013895455.1
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,GCA_013895455.1
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,GCA_013895455.1
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,GCA_013895455.1
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,GCA_013895455.1
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,GCA_013895455.1
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,GCA_013895455.1
GCA_013895455.1_ASM1389545v1,plasmid_AA749,CP057716.1,GCA_013895455.1
GCA_013895455.1_ASM1389545v1,plasmid_AE197,CP057715.1,GCA_013895455.1
GCA_013895455.1_ASM1389545v1,plasmid_AE197,CP057715.1,GCA_013895455.1
GCA_014169395.1_ASM1416939v1,plasmid_AB947,AP022159.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022160.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022160.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,GCA_014169395.1
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,GCA_014169395.1
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,GCA_011849985.2
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,GCA_011849985.2
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,GCA_011849985.2
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,GCA_011849985.2
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,GCA_011843745.2
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,GCA_011843745.2
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,GCA_011843745.2
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,GCA_011843745.2
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,GCA_011843745.2
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,GCA_011843745.2
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058231.1,GCA_011843745.2
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058231.1,GCA_011843745.2
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058231.1,GCA_011843745.2
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058231.1,GCA_011843745.2
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058231.1,GCA_011843745.2
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058231.1,GCA_011843745.2
GCA_013832525.1_ASM1383252v1,plasmid_AA749,CP057434.1,GCA_013832525.1
GCA_013832525.1_ASM1383252v1,plasmid_AA378,CP057433.1,GCA_013832525.1
GCA_013832525.1_ASM1383252v1,plasmid_AA378,CP057433.1,GCA_013832525.1
GCA_013832525.1_ASM1383252v1,plasmid_AA378,CP057432.1,GCA_013832525.1
GCA_013832525.1_ASM1383252v1,plasmid_AA378,CP057432.1,GCA_013832525.1
GCA_013752075.1_ASM1375207v1,plasmid_AC314,CP056606.1,GCA_013752075.1
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,GCA_013752075.1
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,GCA_013752075.1
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,GCA_013752075.1
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056605.1,GCA_013752075.1
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056605.1,GCA_013752075.1
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056605.1,GCA_013752075.1
GCA_013752075.1_ASM1375207v1,plasmid_AA282,CP056607.1,GCA_013752075.1
GCA_013752075.1_ASM1375207v1,plasmid_AA282,CP056606.1,GCA_013752075.1
GCA_013752075.1_ASM1375207v1,plasmid_AA282,CP056607.1,GCA_013752075.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AF190,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AF190,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AF190,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AF190,CP051631.1,GCA_012849755.1
GCA_012849755.1_ASM1284975v1,plasmid_AF190,CP051631.1,GCA_012849755.1
GCA_013893695.1_ASM1389369v1,plasmid_AA747,CP057685.1,GCA_013893695.1
GCA_013893695.1_ASM1389369v1,plasmid_AA747,CP057684.1,GCA_013893695.1
GCA_013893695.1_ASM1389369v1,plasmid_AA747,CP057684.1,GCA_013893695.1
GCA_013893695.1_ASM1389369v1,plasmid_AA747,CP057684.1,GCA_013893695.1
GCA_013893695.1_ASM1389369v1,plasmid_AA747,CP057684.1,GCA_013893695.1
GCA_013752295.1_ASM1375229v1,plasmid_AA378,CP056619.1,GCA_013752295.1
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056613.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AF232,CP056613.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA579,CP056616.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056615.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056615.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056614.1,GCA_013742135.1
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056614.1,GCA_013742135.1
GCA_013884735.1_ASM1388473v1,plasmid_AA304,CP057524.1,GCA_013884735.1
GCA_013884735.1_ASM1388473v1,plasmid_AA304,CP057523.1,GCA_013884735.1
GCA_013884735.1_ASM1388473v1,plasmid_AA304,CP057523.1,GCA_013884735.1
GCA_013884735.1_ASM1388473v1,plasmid_AA304,CP057524.1,GCA_013884735.1
GCA_013884735.1_ASM1388473v1,plasmid_AA304,CP057523.1,GCA_013884735.1
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057944.1,GCA_013900005.1
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057944.1,GCA_013900005.1
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057942.1,GCA_013900005.1
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1
GCA_013900005.1_ASM1390000v1,plasmid_novel_8c16f76724fd57f97a20fe2a9464287b,CP057945.1,GCA_013900005.1
GCA_013740395.1_ASM1374039v1,plasmid_AB443,CP056450.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056448.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056448.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056448.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056448.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AB595,CP056449.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056447.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056447.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056446.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056448.1,GCA_013740395.1
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056446.1,GCA_013740395.1
GCA_014170975.1_ASM1417097v1,plasmid_AA159,CP059950.1,GCA_014170975.1
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1
GCA_014170975.1_ASM1417097v1,plasmid_AA147,CP059951.1,GCA_014170975.1
GCA_014170975.1_ASM1417097v1,plasmid_AB233,CP059947.1,GCA_014170975.1,1,1725
GCA_014170975.1_ASM1417097v1,plasmid_AB233,CP059949.1,GCA_014170975.1,1726,38695
GCA_013750375.1_ASM1375037v1,plasmid_AF232,CP056565.1,GCA_013750375.1
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1
GCA_014168955.1_ASM1416895v1,plasmid_AA977,AP022034.1,GCA_014168955.1
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057474.1,GCA_013835585.1
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1
GCA_013783465.1_ASM1378346v1,plasmid_AA474,CP056349.1,GCA_013783465.1
GCA_013735655.1_ASM1373565v1,plasmid_AA425,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA425,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA425,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA425,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA425,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA425,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA056,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA056,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA056,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA056,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA056,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA056,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA056,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA056,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA056,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA056,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA056,CP056413.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AF591,CP056414.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_novel_dbf14c6ea705928d7eca8047e851b0aa,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_novel_dbf14c6ea705928d7eca8047e851b0aa,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA378,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA378,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA378,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA378,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA378,CP056412.1,GCA_013735655.1
GCA_013735655.1_ASM1373565v1,plasmid_AA810,CP056412.1,GCA_013735655.1
GCA_013885915.1_ASM1388591v1,plasmid_AA747,CP057560.1,GCA_013885915.1
GCA_013833985.1_ASM1383398v1,plasmid_AD484,CP057454.1,GCA_013833985.1
GCA_013818265.1_ASM1381826v1,plasmid_AA378,CP057172.1,GCA_013818265.1
GCA_013818265.1_ASM1381826v1,plasmid_AA378,CP057172.1,GCA_013818265.1
GCA_013818265.1_ASM1381826v1,plasmid_AA378,CP057171.1,GCA_013818265.1
GCA_013818265.1_ASM1381826v1,plasmid_AA378,CP057171.1,GCA_013818265.1
GCA_013818265.1_ASM1381826v1,plasmid_AA378,CP057171.1,GCA_013818265.1
GCA_013818265.1_ASM1381826v1,plasmid_AA378,CP057171.1,GCA_013818265.1
GCA_013818265.1_ASM1381826v1,plasmid_AA378,CP057171.1,GCA_013818265.1
GCA_013741855.1_ASM1374185v1,plasmid_AA334,CP056609.1,GCA_013741855.1
GCA_013741855.1_ASM1374185v1,plasmid_AA334,CP056609.1,GCA_013741855.1
GCA_013741855.1_ASM1374185v1,plasmid_AA334,CP056609.1,GCA_013741855.1
GCA_013741855.1_ASM1374185v1,plasmid_AA334,CP056609.1,GCA_013741855.1
GCA_013741855.1_ASM1374185v1,plasmid_AA334,CP056609.1,GCA_013741855.1
GCA_013741855.1_ASM1374185v1,plasmid_AA334,CP056609.1,GCA_013741855.1
