#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
ECO-JSC-RGN-105232.fna	ECO-JSC-RGN-105232_202103232141_43_length_8821_cov_150.059812	7746	8676	mph(A)_2	1-921/921	========/======	2/10	100.00	98.71	resfinder	U36578	resfinder~~~mph(A)_2~~~U36578 mph(A)_2
ECO-JSC-RGN-105232.fna	ECO-JSC-RGN-105232_202103232141_44_length_8290_cov_38.467308	124	723	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	resfinder~~~aac(6')-Ib-cr_1~~~DQ303918 aac(6')-Ib-cr_1
ECO-JSC-RGN-105232.fna	ECO-JSC-RGN-105232_202103232141_44_length_8290_cov_38.467308	854	1684	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	resfinder~~~blaOXA-1_1~~~HQ170510 blaOXA-1_1
ECO-JSC-RGN-105232.fna	ECO-JSC-RGN-105232_202103232141_44_length_8290_cov_38.467308	1822	2033	catB3_1	1-212/633	======.........	0/0	33.49	100.00	resfinder	AJ009818	resfinder~~~catB3_1~~~AJ009818 catB3_1
ECO-JSC-RGN-105232.fna	ECO-JSC-RGN-105232_202103232141_54_length_4220_cov_97.443881	3114	3877	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	resfinder~~~erm(B)_18~~~X66468 erm(B)_18
ECO-JSC-RGN-105232.fna	ECO-JSC-RGN-105232_202103232141_56_length_2973_cov_62.921616	392	1267	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	resfinder~~~blaCTX-M-15_1~~~AY044436 Alternate name; UOE-1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_18_length_96189_cov_49.936085	37110	38285	oqxA_1	1-1176/1176	===============	0/0	100.00	98.89	resfinder	EU370913	resfinder~~~oqxA_1~~~EU370913 oqxA_1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_18_length_96189_cov_49.936085	38309	41461	oqxB_1	1-3153/3153	===============	0/0	100.00	98.57	resfinder	EU370913	resfinder~~~oqxB_1~~~EU370913 oqxB_1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_2_length_511729_cov_39.859307	159130	159990	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AM922307	resfinder~~~blaSHV-106_1~~~AM922307 blaSHV-106_1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_31_length_11591_cov_46.709571	3299	4174	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	resfinder~~~blaCTX-M-15_1~~~AY044436 Alternate name; UOE-1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_31_length_11591_cov_46.709571	6996	7856	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	resfinder~~~blaTEM-1B_1~~~AY458016 Alternate name; RblaTEM-1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_31_length_11591_cov_46.709571	8577	9413	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	resfinder~~~aph(6)-Id_1~~~M28829 aph(6)-Id_1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_31_length_11591_cov_46.709571	9413	10216	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	resfinder~~~aph(3'')-Ib_5~~~AF321551 aph(3'')-Ib_5
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_31_length_11591_cov_46.709571	10277	11092	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	resfinder~~~sul2_2~~~AY034138 sul2_2
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_33_length_8088_cov_56.505430	6621	7265	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	resfinder~~~qnrB1_1~~~DQ351241 qnrB1_1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_34_length_6881_cov_54.486185	1546	1713	ant(3'')-Ia_1	1-175/972	===...../......	3/7	17.28	96.00	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_34_length_6881_cov_54.486185	1720	2202	dfrA14_5	1-483/483	===============	0/0	100.00	99.59	resfinder	DQ388123	resfinder~~~dfrA14_5~~~DQ388123 dfrA14_5
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_39_length_2519_cov_56.902129	1539	2399	aac(3)-IIa_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X51534	resfinder~~~aac(3)-IIa_1~~~X51534 aac(3)-IIa_1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_3_length_378055_cov_52.660097	22809	23228	fosA6_1	1-420/433	===============	0/0	97.00	99.76	resfinder	KU254579	resfinder~~~fosA6_1~~~KU254579 fosA6_1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_40_length_2338_cov_47.977886	74	518	catB3_1	1-445/633	===========....	0/0	70.30	99.78	resfinder	AJ009818	resfinder~~~catB3_1~~~AJ009818 catB3_1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_40_length_2338_cov_47.977886	656	1486	blaOXA-1_1	1-831/831	===============	0/0	100.00	99.76	resfinder	HQ170510	resfinder~~~blaOXA-1_1~~~HQ170510 blaOXA-1_1
KLP-JSC-RGN-105185.fna	KLP-JSC-RGN-105185_202103232141_40_length_2338_cov_47.977886	1617	2216	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	resfinder~~~aac(6')-Ib-cr_1~~~DQ303918 aac(6')-Ib-cr_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_114_length_33581_cov_22.274087	22123	22929	aph(3')-IIb_2	1-807/807	===============	0/0	100.00	99.26	resfinder	CP006832	resfinder~~~aph(3')-IIb_2~~~CP006832 aph(3')-IIb_2
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_116_length_32066_cov_76.083466	2205	3071	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	resfinder~~~sul1_5~~~EU780013 sul1_5
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_116_length_32066_cov_76.083466	4621	5760	blaDHA-1_1	1-1140/1140	===============	0/0	100.00	100.00	resfinder	Y16410	resfinder~~~blaDHA-1_1~~~Y16410 AmpC-type
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_116_length_32066_cov_76.083466	9884	10528	qnrB4_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ303921	resfinder~~~qnrB4_1~~~DQ303921 qnrB4_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_116_length_32066_cov_76.083466	19246	20112	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	resfinder~~~sul1_5~~~EU780013 sul1_5
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_116_length_32066_cov_76.083466	20649	21138	ARR-3_4	54-543/543	.==============	0/0	90.24	99.39	resfinder	FM207631	resfinder~~~ARR-3_4~~~FM207631 ARR-3_4
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_116_length_32066_cov_76.083466	21186	21818	catB3_2	1-633/633	===============	0/0	100.00	100.00	resfinder	U13880	resfinder~~~catB3_2~~~U13880 catB3_2
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_116_length_32066_cov_76.083466	21956	22786	blaOXA-1_1	1-831/831	===============	0/0	100.00	99.88	resfinder	HQ170510	resfinder~~~blaOXA-1_1~~~HQ170510 blaOXA-1_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_116_length_32066_cov_76.083466	22917	23516	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	99.83	resfinder	DQ303918	resfinder~~~aac(6')-Ib-cr_1~~~DQ303918 aac(6')-Ib-cr_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_116_length_32066_cov_76.083466	23624	23790	ant(3'')-Ia_1	1-174/972	===...../......	3/7	17.18	95.98	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_144_length_21116_cov_22.972955	7458	8096	catB7_1	1-639/639	===============	0/0	100.00	99.53	resfinder	AF036933	resfinder~~~catB7_1~~~AF036933 catB7_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_155_length_18411_cov_20.156213	1772	2965	blaPAO_4	1-1194/1194	===============	0/0	100.00	99.58	resfinder	AY083592	resfinder~~~blaPAO_4~~~AY083592 blaPAO_4
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_173_length_13640_cov_31.095407	12746	12943	crpP_1	1-198/198	===============	0/0	100.00	97.98	resfinder	HM560971	resfinder~~~crpP_1~~~HM560971 crpP_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_188_length_10093_cov_26.162740	8941	9138	crpP_1	1-198/198	===============	0/0	100.00	94.95	resfinder	HM560971	resfinder~~~crpP_1~~~HM560971 crpP_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_1_length_436669_cov_26.103866	225508	226368	blaSHV-182_1	1-861/861	===============	0/0	100.00	99.88	resfinder	KP050489	resfinder~~~blaSHV-182_1~~~KP050489 blaSHV-182_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_4_length_270810_cov_35.363397	256365	256784	fosA6_1	1-420/433	===============	0/0	97.00	98.81	resfinder	KU254579	resfinder~~~fosA6_1~~~KU254579 fosA6_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_67_length_64672_cov_27.116046	26592	27380	blaOXA-396_1	1-789/789	===============	0/0	100.00	99.87	resfinder	AY306134	resfinder~~~blaOXA-396_1~~~AY306134 blaOXA-396_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_89_length_47125_cov_31.770150	30922	32097	oqxA_1	1-1176/1176	===============	0/0	100.00	100.00	resfinder	EU370913	resfinder~~~oqxA_1~~~EU370913 oqxA_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_89_length_47125_cov_31.770150	32121	35273	oqxB_1	1-3153/3153	===============	0/0	100.00	100.00	resfinder	EU370913	resfinder~~~oqxB_1~~~EU370913 oqxB_1
PSA-JSC-RGN-105472.fna	PSA-JSC-RGN-105472_202103232141_9_length_218533_cov_17.879308	161882	162289	fosA_4	1-408/408	===============	0/0	100.00	98.28	resfinder	ACWU01000146	resfinder~~~fosA_4~~~ACWU01000146 fosA_4
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_100_length_2338_cov_42.490933	124	723	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	resfinder~~~aac(6')-Ib-cr_1~~~DQ303918 aac(6')-Ib-cr_1
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_100_length_2338_cov_42.490933	854	1684	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	resfinder~~~blaOXA-1_1~~~HQ170510 blaOXA-1_1
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_100_length_2338_cov_42.490933	1822	2266	catB3_1	1-445/633	===========....	0/0	70.30	99.78	resfinder	AJ009818	resfinder~~~catB3_1~~~AJ009818 catB3_1
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_10_length_166844_cov_18.019938	65791	67023	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.81	resfinder	Y08743	resfinder~~~mdf(A)_1~~~Y08743 mdf(A)_1
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_58_length_16809_cov_35.047454	12973	14219	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	resfinder~~~tet(A)_6~~~AF534183 tet(A)_6
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_74_length_10702_cov_33.162635	1379	1545	ant(3'')-Ia_1	1-174/972	===...../......	3/7	17.18	95.98	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_74_length_10702_cov_33.162635	1564	2037	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	resfinder~~~dfrA17_1~~~FJ460238 dfrA17_1
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_74_length_10702_cov_33.162635	2168	2956	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	resfinder~~~aadA5_1~~~AF137361 aadA5_1
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_74_length_10702_cov_33.162635	3476	4342	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	resfinder~~~sul1_5~~~EU780013 sul1_5
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_74_length_10702_cov_33.162635	9637	10558	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	resfinder~~~mph(A)_2~~~U36578 mph(A)_2
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_91_length_3315_cov_38.608400	1820	2695	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	resfinder~~~blaCTX-M-15_1~~~AY044436 Alternate name; UOE-1
ECO-JSC-RGN-103778.fna	ECO-JSC-RGN-103778_202103232141_95_length_2754_cov_37.159133	121	981	aac(3)-IIa_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X51534	resfinder~~~aac(3)-IIa_1~~~X51534 aac(3)-IIa_1
ECO-JSC-RGN-105441.fna	ECO-JSC-RGN-105441_202103232141_13_length_168057_cov_83.219353	45557	46372	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	resfinder~~~sul2_2~~~AY034138 sul2_2
ECO-JSC-RGN-105441.fna	ECO-JSC-RGN-105441_202103232141_13_length_168057_cov_83.219353	105934	106800	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	resfinder~~~sul1_5~~~EU780013 sul1_5
ECO-JSC-RGN-105441.fna	ECO-JSC-RGN-105441_202103232141_13_length_168057_cov_83.219353	107322	108122	blaOXA-10_1	1-801/801	===============	0/0	100.00	100.00	resfinder	J03427	resfinder~~~blaOXA-10_1~~~J03427 Alternate name; PSE-2
ECO-JSC-RGN-105441.fna	ECO-JSC-RGN-105441_202103232141_13_length_168057_cov_83.219353	108203	108782	aac(6')-Ib_1	27-606/606	===============	0/0	95.71	99.83	resfinder	M21682	resfinder~~~aac(6')-Ib_1~~~M21682 aac(6')-Ib_1
ECO-JSC-RGN-105441.fna	ECO-JSC-RGN-105441_202103232141_13_length_168057_cov_83.219353	108842	109474	catB2_1	1-633/633	===============	0/0	100.00	99.84	resfinder	AF047479	resfinder~~~catB2_1~~~AF047479 catB2_1
ECO-JSC-RGN-105441.fna	ECO-JSC-RGN-105441_202103232141_13_length_168057_cov_83.219353	109527	110328	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.75	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
ECO-JSC-RGN-105441.fna	ECO-JSC-RGN-105441_202103232141_13_length_168057_cov_83.219353	110411	110884	dfrA1_10	1-474/474	===============	0/0	100.00	99.79	resfinder	AF203818	resfinder~~~dfrA1_10~~~AF203818 dfrA1_10
ECO-JSC-RGN-105441.fna	ECO-JSC-RGN-105441_202103232141_13_length_168057_cov_83.219353	110901	111068	ant(3'')-Ia_1	1-175/972	===...../......	3/7	17.28	96.00	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
ECO-JSC-RGN-105441.fna	ECO-JSC-RGN-105441_202103232141_13_length_168057_cov_83.219353	117601	118461	blaSHV-3_1	1-861/861	===============	0/0	100.00	99.88	resfinder	KX092356	resfinder~~~blaSHV-3_1~~~KX092356 blaSHV-3_1
ECO-JSC-RGN-105441.fna	ECO-JSC-RGN-105441_202103232141_6_length_381212_cov_52.496349	278485	279717	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.97	resfinder	Y08743	resfinder~~~mdf(A)_1~~~Y08743 mdf(A)_1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_14_length_164815_cov_28.214881	97975	98835	blaSHV-76_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AM176551	resfinder~~~blaSHV-76_1~~~AM176551 blaSHV-76_1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_15_length_150087_cov_37.436544	135735	136154	fosA_3	1-420/420	===============	0/0	100.00	98.81	resfinder	ACWO01000079	resfinder~~~fosA_3~~~ACWO01000079 fosA_3
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_41_length_13693_cov_47.377938	896	1540	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	resfinder~~~qnrB1_1~~~DQ351241 qnrB1_1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_41_length_13693_cov_47.377938	9796	11042	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	resfinder~~~tet(A)_6~~~AF534183 tet(A)_6
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_42_length_8946_cov_35.250085	654	1529	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	resfinder~~~blaCTX-M-15_1~~~AY044436 Alternate name; UOE-1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_42_length_8946_cov_35.250085	4351	5211	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	resfinder~~~blaTEM-1B_1~~~AY458016 Alternate name; RblaTEM-1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_42_length_8946_cov_35.250085	5932	6768	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	resfinder~~~aph(6)-Id_1~~~M28829 aph(6)-Id_1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_42_length_8946_cov_35.250085	6768	7571	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	resfinder~~~aph(3'')-Ib_5~~~AF321551 aph(3'')-Ib_5
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_42_length_8946_cov_35.250085	7632	8447	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	resfinder~~~sul2_2~~~AY034138 sul2_2
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_44_length_6881_cov_43.998236	1546	1713	ant(3'')-Ia_1	1-175/972	===...../......	3/7	17.28	96.00	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_44_length_6881_cov_43.998236	1720	2202	dfrA14_5	1-483/483	===============	0/0	100.00	99.59	resfinder	DQ388123	resfinder~~~dfrA14_5~~~DQ388123 dfrA14_5
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_50_length_2753_cov_42.041854	1773	2633	aac(3)-IIa_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X51534	resfinder~~~aac(3)-IIa_1~~~X51534 aac(3)-IIa_1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_51_length_2338_cov_36.185759	123	722	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	resfinder~~~aac(6')-Ib-cr_1~~~DQ303918 aac(6')-Ib-cr_1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_51_length_2338_cov_36.185759	853	1683	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	resfinder~~~blaOXA-1_1~~~HQ170510 blaOXA-1_1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_51_length_2338_cov_36.185759	1821	2265	catB3_1	1-445/633	===========....	0/0	70.30	99.78	resfinder	AJ009818	resfinder~~~catB3_1~~~AJ009818 catB3_1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_9_length_237255_cov_35.162119	202197	205349	oqxB_1	1-3153/3153	===============	0/0	100.00	99.14	resfinder	EU370913	resfinder~~~oqxB_1~~~EU370913 oqxB_1
KLP-JSC-RGN-105173.fna	KLP-JSC-RGN-105173_202103232141_9_length_237255_cov_35.162119	205373	206548	oqxA_1	1-1176/1176	===============	0/0	100.00	99.41	resfinder	EU370913	resfinder~~~oqxA_1~~~EU370913 oqxA_1
ECO-JSC-RGN-105252.fna	ECO-JSC-RGN-105252_202103232141_10_length_172734_cov_40.341648	99711	100943	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.81	resfinder	Y08743	resfinder~~~mdf(A)_1~~~Y08743 mdf(A)_1
ECO-JSC-RGN-105252.fna	ECO-JSC-RGN-105252_202103232141_39_length_29060_cov_532.284098	194	1339	blaCMY-2_1	1-1146/1146	===============	0/0	100.00	100.00	resfinder	X91840	resfinder~~~blaCMY-2_1~~~X91840 blaCMY-2_1
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_101_length_3385_cov_39.457376	146	1067	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	resfinder~~~mph(A)_2~~~U36578 mph(A)_2
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_10_length_155375_cov_29.010618	14141	14560	fosA6_1	1-420/433	===============	0/0	97.00	91.91	resfinder	KU254579	resfinder~~~fosA6_1~~~KU254579 fosA6_1
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_121_length_1641_cov_31.413683	328	1194	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	resfinder~~~sul1_5~~~EU780013 sul1_5
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_17_length_124604_cov_18.292659	77952	78812	blaOKP-A-5_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AM051143	resfinder~~~blaOKP-A-5_1~~~AM051143 blaOKP-A-5_1
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_20_length_112270_cov_26.805603	93177	96329	oqxB_1	1-3153/3153	===============	0/0	100.00	94.92	resfinder	EU370913	resfinder~~~oqxB_1~~~EU370913 oqxB_1
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_20_length_112270_cov_26.805603	96353	97528	oqxA_1	1-1176/1176	===============	0/0	100.00	94.05	resfinder	EU370913	resfinder~~~oqxA_1~~~EU370913 oqxA_1
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_67_length_10617_cov_86.523561	6197	7078	blaKPC-2_1	1-882/882	===============	0/0	100.00	100.00	resfinder	AY034847	resfinder~~~blaKPC-2_1~~~AY034847 blaKPC-2_1
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_67_length_10617_cov_86.523561	7216	7518	blaTEM-150_1	292-594/861	.....======....	0/0	35.19	100.00	resfinder	AM183304	resfinder~~~blaTEM-150_1~~~AM183304 blaTEM-150_1
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_76_length_8374_cov_42.667591	371	860	ARR-3_4	54-543/543	.==============	0/0	90.24	99.39	resfinder	FM207631	resfinder~~~ARR-3_4~~~FM207631 ARR-3_4
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_76_length_8374_cov_42.667591	908	1540	catB3_2	1-633/633	===============	0/0	100.00	100.00	resfinder	U13880	resfinder~~~catB3_2~~~U13880 catB3_2
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_76_length_8374_cov_42.667591	1678	2508	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	resfinder~~~blaOXA-1_1~~~HQ170510 blaOXA-1_1
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_76_length_8374_cov_42.667591	2639	3238	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	99.83	resfinder	DQ303918	resfinder~~~aac(6')-Ib-cr_1~~~DQ303918 aac(6')-Ib-cr_1
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_76_length_8374_cov_42.667591	3346	3512	ant(3'')-Ia_1	1-174/972	===...../......	3/7	17.18	95.98	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
KLP-JSC-RGN-105467.fna	KLP-JSC-RGN-105467_202103232141_92_length_4625_cov_38.473175	149	1009	blaSHV-12_1	1-861/861	===============	0/0	100.00	99.88	resfinder	KF976405	resfinder~~~blaSHV-12_1~~~KF976405 Alternate name; SHV-5-2a
ECO-JSC-RGN-105253.fna	ECO-JSC-RGN-105253_202103232141_15_length_111651_cov_81.052772	78784	79644	blaTEM-30_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AJ437107	resfinder~~~blaTEM-30_1~~~AJ437107 Alternate name; IRT-2 TRI-2 E-guer
ECO-JSC-RGN-105253.fna	ECO-JSC-RGN-105253_202103232141_15_length_111651_cov_81.052772	86194	87060	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	resfinder~~~sul1_5~~~EU780013 sul1_5
ECO-JSC-RGN-105253.fna	ECO-JSC-RGN-105253_202103232141_15_length_111651_cov_81.052772	87538	88339	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.75	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
ECO-JSC-RGN-105253.fna	ECO-JSC-RGN-105253_202103232141_15_length_111651_cov_81.052772	88422	88895	dfrA1_10	1-474/474	===============	0/0	100.00	99.79	resfinder	AF203818	resfinder~~~dfrA1_10~~~AF203818 dfrA1_10
ECO-JSC-RGN-105253.fna	ECO-JSC-RGN-105253_202103232141_15_length_111651_cov_81.052772	88912	89079	ant(3'')-Ia_1	1-175/972	===...../......	3/7	17.28	96.00	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
ECO-JSC-RGN-105253.fna	ECO-JSC-RGN-105253_202103232141_17_length_103726_cov_46.387847	76390	77622	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.11	resfinder	Y08743	resfinder~~~mdf(A)_1~~~Y08743 mdf(A)_1
ECO-JSC-RGN-105253.fna	ECO-JSC-RGN-105253_202103232141_31_length_42755_cov_94.102160	41570	42226	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	resfinder~~~qnrS1_1~~~AB187515 qnrS1_1
