GCA_014169115.1_ASM1416911v1,plasmid_AD482,AP022075.1,GCA_014169115.1_ASM1416911v1_202109171340_110_length_3072_cov_358.917863
GCA_014169195.1_ASM1416919v1,plasmid_AA352,AP022105.1,GCA_014169195.1_ASM1416919v1_202109200955_119_length_1295_cov_350.755137
GCA_014169195.1_ASM1416919v1,plasmid_AA352,AP022105.1,GCA_014169195.1_ASM1416919v1_202109200955_119_length_1295_cov_350.755137
GCA_014169195.1_ASM1416919v1,plasmid_AA352,AP022105.1,GCA_014169195.1_ASM1416919v1_202109200955_119_length_1295_cov_350.755137
GCA_014169195.1_ASM1416919v1,plasmid_AA352,AP022105.1,GCA_014169195.1_ASM1416919v1_202109200955_119_length_1295_cov_350.755137
GCA_013803745.1_ASM1380374v1,plasmid_AA302,CP057013.1,GCA_013803745.1_ASM1380374v1_202109200955_17_length_87487_cov_126.456790
GCA_013813585.1_ASM1381358v1,plasmid_AA152,CP057111.1,GCA_013813585.1_ASM1381358v1_202109200955_42_length_5763_cov_2380.501055
GCA_013813585.1_ASM1381358v1,plasmid_AA302,CP057110.1,GCA_013813585.1_ASM1381358v1_202109200955_26_length_61870_cov_95.268218
GCA_013813585.1_ASM1381358v1,plasmid_AA302,CP057110.1,GCA_013813585.1_ASM1381358v1_202109200955_29_length_41324_cov_95.729799
GCA_013813585.1_ASM1381358v1,plasmid_AA302,CP057109.1,GCA_013813585.1_ASM1381358v1_202109200955_47_length_2380_cov_360.521059
GCA_013813585.1_ASM1381358v1,plasmid_AA302,CP057109.1,GCA_013813585.1_ASM1381358v1_202109200955_47_length_2380_cov_360.521059
GCA_013813585.1_ASM1381358v1,plasmid_AA302,CP057110.1,GCA_013813585.1_ASM1381358v1_202109200955_47_length_2380_cov_360.521059
GCA_013813585.1_ASM1381358v1,plasmid_AA302,CP057109.1,GCA_013813585.1_ASM1381358v1_202109200955_47_length_2380_cov_360.521059
GCA_013813585.1_ASM1381358v1,plasmid_AA302,CP057109.1,GCA_013813585.1_ASM1381358v1_202109200955_47_length_2380_cov_360.521059
GCA_013815445.1_ASM1381544v1,plasmid_AA304,CP057138.1,GCA_013815445.1_ASM1381544v1_202109200955_22_length_85477_cov_99.514403
GCA_014109665.1_ASM1410966v1,plasmid_AA345,CP058105.1,GCA_014109665.1_ASM1410966v1_202109200955_18_length_102518_cov_19.895333
GCA_014109665.1_ASM1410966v1,plasmid_AB443,CP058108.1,GCA_014109665.1_ASM1410966v1_202109200955_35_length_5696_cov_349.873586
GCA_014109665.1_ASM1410966v1,plasmid_AA971,CP058107.1,GCA_014109665.1_ASM1410966v1_202109200955_34_length_5809_cov_706.150827
GCA_014109665.1_ASM1410966v1,plasmid_AB239,CP058109.1,GCA_014109665.1_ASM1410966v1_202109200955_39_length_2717_cov_552.674517
GCA_014109665.1_ASM1410966v1,plasmid_AA979,CP058106.1,GCA_014109665.1_ASM1410966v1_202109200955_33_length_6357_cov_684.567095
GCA_014169775.1_ASM1416977v1,plasmid_novel_b5b648aeb24d428f26cc221cb03dc710,AP022262.1,GCA_014169775.1_ASM1416977v1_202109200955_41_length_18140_cov_24.682396
GCA_014169775.1_ASM1416977v1,plasmid_novel_b5b648aeb24d428f26cc221cb03dc710,AP022262.1,GCA_014169775.1_ASM1416977v1_202109200955_50_length_5772_cov_23.268202
GCA_014169775.1_ASM1416977v1,plasmid_AA474,AP022263.1,GCA_014169775.1_ASM1416977v1_202109200955_21_length_91360_cov_24.390549
GCA_013923405.1_ASM1392340v1,plasmid_AA179,CP058071.1,GCA_013923405.1_ASM1392340v1_202109200955_27_length_49682_cov_22.485945
GCA_013923405.1_ASM1392340v1,plasmid_AA179,CP058071.1,GCA_013923405.1_ASM1392340v1_202109200955_41_length_15731_cov_22.385863
GCA_013923405.1_ASM1392340v1,plasmid_AA179,CP058071.1,GCA_013923405.1_ASM1392340v1_202109200955_44_length_11563_cov_20.676285
GCA_013923405.1_ASM1392340v1,plasmid_AB714,CP058071.1,GCA_013923405.1_ASM1392340v1_202109200955_40_length_23300_cov_21.017003
GCA_014168595.1_ASM1416859v1,plasmid_AA474,AP021916.1,GCA_014168595.1_ASM1416859v1_202109200955_29_length_56799_cov_16.927019
GCA_014168595.1_ASM1416859v1,plasmid_AA474,AP021916.1,GCA_014168595.1_ASM1416859v1_202109200955_38_length_30037_cov_19.401538
GCA_014168595.1_ASM1416859v1,plasmid_AA474,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_47_length_9795_cov_21.190732
GCA_014168595.1_ASM1416859v1,plasmid_AA474,AP021916.1,GCA_014168595.1_ASM1416859v1_202109200955_72_length_1107_cov_22.069388
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_31_length_49669_cov_20.900145
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_39_length_27597_cov_22.345067
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_41_length_23748_cov_22.821726
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_43_length_15732_cov_21.183403
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_52_length_6651_cov_21.703747
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_53_length_5460_cov_18.028127
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_56_length_4638_cov_20.080692
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021914.1,GCA_014168595.1_ASM1416859v1_202109200955_57_length_4071_cov_38.820233
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021914.1,GCA_014168595.1_ASM1416859v1_202109200955_60_length_1997_cov_68.131551
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_60_length_1997_cov_68.131551
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_63_length_1774_cov_17.519126
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_65_length_1474_cov_26.000000
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_68_length_1411_cov_21.418224
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021915.1,GCA_014168595.1_ASM1416859v1_202109200955_69_length_1403_cov_63.145768
GCA_014168595.1_ASM1416859v1,plasmid_AA176,AP021914.1,GCA_014168595.1_ASM1416859v1_202109200955_69_length_1403_cov_63.145768
GCA_013790405.1_ASM1379040v1,plasmid_AA474,CP056817.1,GCA_013790405.1_ASM1379040v1_202109171340_26_length_36387_cov_80.801818
GCA_013790405.1_ASM1379040v1,plasmid_AA474,CP056817.1,GCA_013790405.1_ASM1379040v1_202109171340_35_length_19055_cov_77.623195
GCA_013790405.1_ASM1379040v1,plasmid_AA474,CP056817.1,GCA_013790405.1_ASM1379040v1_202109171340_40_length_9569_cov_80.896018
GCA_013790405.1_ASM1379040v1,plasmid_AA474,CP056817.1,GCA_013790405.1_ASM1379040v1_202109171340_42_length_8144_cov_117.190653
GCA_013790405.1_ASM1379040v1,plasmid_AA474,CP056818.1,GCA_013790405.1_ASM1379040v1_202109171340_51_length_2351_cov_192.260774
GCA_013790405.1_ASM1379040v1,plasmid_AA474,CP056817.1,GCA_013790405.1_ASM1379040v1_202109171340_54_length_1899_cov_100.701427
GCA_013790405.1_ASM1379040v1,plasmid_AA474,CP056817.1,GCA_013790405.1_ASM1379040v1_202109171340_57_length_1357_cov_75.121094
GCA_013790405.1_ASM1379040v1,plasmid_AA474,CP056816.1,GCA_013790405.1_ASM1379040v1_202109171340_58_length_1339_cov_97.176704
GCA_013790405.1_ASM1379040v1,plasmid_AA474,CP056819.1,GCA_013790405.1_ASM1379040v1_202109171340_58_length_1339_cov_97.176704
GCA_013790405.1_ASM1379040v1,plasmid_AA282,CP056818.1,GCA_013790405.1_ASM1379040v1_202109171340_23_length_66070_cov_160.377282
GCA_013790405.1_ASM1379040v1,plasmid_AA282,CP056819.1,GCA_013790405.1_ASM1379040v1_202109171340_44_length_6682_cov_62.533989
GCA_013790405.1_ASM1379040v1,plasmid_AA297,CP056819.1,GCA_013790405.1_ASM1379040v1_202109171340_31_length_23496_cov_61.647338
GCA_013790405.1_ASM1379040v1,plasmid_AA297,CP056819.1,GCA_013790405.1_ASM1379040v1_202109171340_32_length_22771_cov_64.521195
GCA_013790405.1_ASM1379040v1,plasmid_AA297,CP056819.1,GCA_013790405.1_ASM1379040v1_202109171340_41_length_9515_cov_69.410680
GCA_013790405.1_ASM1379040v1,plasmid_AA297,CP056819.1,GCA_013790405.1_ASM1379040v1_202109171340_46_length_4997_cov_116.904675
GCA_013790405.1_ASM1379040v1,plasmid_AA297,CP056818.1,GCA_013790405.1_ASM1379040v1_202109171340_49_length_4215_cov_209.566457
GCA_013790405.1_ASM1379040v1,plasmid_AB233,CP056820.1,GCA_013790405.1_ASM1379040v1_202109171340_27_length_36144_cov_105.872792
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_33_length_23056_cov_7.142004
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_40_length_13168_cov_7.427805
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_43_length_11593_cov_9.130473
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_45_length_10524_cov_7.707727
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_48_length_7981_cov_7.072193
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_51_length_6253_cov_7.422625
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_53_length_4973_cov_7.616591
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_54_length_4946_cov_6.793111
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_56_length_4417_cov_8.247786
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_62_length_2849_cov_7.744306
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_69_length_1546_cov_7.644820
GCA_014168835.1_ASM1416883v1,plasmid_AA171,AP021999.1,GCA_014168835.1_ASM1416883v1_202109200955_70_length_1467_cov_7.166876
GCA_014168835.1_ASM1416883v1,plasmid_AA579,AP022002.1,GCA_014168835.1_ASM1416883v1_202109200955_59_length_4214_cov_177.590898
GCA_014168835.1_ASM1416883v1,plasmid_AA977,AP022001.1,GCA_014168835.1_ASM1416883v1_202109200955_52_length_5294_cov_103.927811
GCA_014168835.1_ASM1416883v1,plasmid_AC509,AP022000.1,GCA_014168835.1_ASM1416883v1_202109200955_50_length_6796_cov_47.189984
GCA_013829445.1_ASM1382944v1,plasmid_AA325,CP057369.1,GCA_013829445.1_ASM1382944v1_202109200955_28_length_58898_cov_20.249766
GCA_013829445.1_ASM1382944v1,plasmid_AA325,CP057369.1,GCA_013829445.1_ASM1382944v1_202109200955_50_length_16194_cov_54.353582
GCA_013829445.1_ASM1382944v1,plasmid_AA325,CP057369.1,GCA_013829445.1_ASM1382944v1_202109200955_51_length_16108_cov_19.155935
GCA_013829445.1_ASM1382944v1,plasmid_AA325,CP057369.1,GCA_013829445.1_ASM1382944v1_202109200955_68_length_4980_cov_21.183598
GCA_013829445.1_ASM1382944v1,plasmid_AB229,CP057370.1,GCA_013829445.1_ASM1382944v1_202109200955_38_length_32134_cov_160.427282
GCA_013829445.1_ASM1382944v1,plasmid_AB229,CP057370.1,GCA_013829445.1_ASM1382944v1_202109200955_64_length_6057_cov_189.254975
GCA_013829445.1_ASM1382944v1,plasmid_AB229,CP057370.1,GCA_013829445.1_ASM1382944v1_202109200955_74_length_3738_cov_190.514816
GCA_013829445.1_ASM1382944v1,plasmid_AB229,CP057369.1,GCA_013829445.1_ASM1382944v1_202109200955_76_length_3339_cov_19.896949
GCA_013829445.1_ASM1382944v1,plasmid_AB229,CP057370.1,GCA_013829445.1_ASM1382944v1_202109200955_87_length_1086_cov_192.266945
GCA_013829445.1_ASM1382944v1,plasmid_AB229,CP057369.1,GCA_013829445.1_ASM1382944v1_202109200955_87_length_1086_cov_192.266945
GCA_013829445.1_ASM1382944v1,plasmid_AG658,CP057369.1,GCA_013829445.1_ASM1382944v1_202109200955_60_length_8963_cov_22.232345
GCA_013829445.1_ASM1382944v1,plasmid_AG658,CP057369.1,GCA_013829445.1_ASM1382944v1_202109200955_79_length_3125_cov_17.025017
GCA_013829445.1_ASM1382944v1,plasmid_AA810,CP057368.1,GCA_013829445.1_ASM1382944v1_202109200955_57_length_11560_cov_40.632292
GCA_014109125.1_ASM1410912v1,plasmid_AA179,CP058079.1,GCA_014109125.1_ASM1410912v1_202109200955_27_length_49682_cov_19.715508
GCA_014109125.1_ASM1410912v1,plasmid_AA179,CP058079.1,GCA_014109125.1_ASM1410912v1_202109200955_38_length_15729_cov_19.938534
GCA_014109125.1_ASM1410912v1,plasmid_AA179,CP058079.1,GCA_014109125.1_ASM1410912v1_202109200955_41_length_11563_cov_18.643494
GCA_014109125.1_ASM1410912v1,plasmid_AB714,CP058079.1,GCA_014109125.1_ASM1410912v1_202109200955_37_length_23300_cov_19.094420
GCA_014109125.1_ASM1410912v1,plasmid_AB714,CP058079.1,GCA_014109125.1_ASM1410912v1_202109200955_53_length_1631_cov_37.676197
GCA_014109005.1_ASM1410900v1,plasmid_novel_f2080e253c5939f59e28271766596045,CP058047.1,GCA_014109005.1_ASM1410900v1_202109200955_75_length_8070_cov_189.540098
GCA_014109005.1_ASM1410900v1,plasmid_AD465,CP058050.1,GCA_014109005.1_ASM1410900v1_202109200955_94_length_2537_cov_3075.723984
GCA_014109005.1_ASM1410900v1,plasmid_AD167,CP058049.1,GCA_014109005.1_ASM1410900v1_202109200955_77_length_7553_cov_1349.758026
GCA_014109005.1_ASM1410900v1,plasmid_AB718,CP058048.1,GCA_014109005.1_ASM1410900v1_202109200955_59_length_16804_cov_298.668919
GCA_014109005.1_ASM1410900v1,plasmid_AB718,CP058048.1,GCA_014109005.1_ASM1410900v1_202109200955_78_length_7252_cov_263.875122
GCA_014109005.1_ASM1410900v1,plasmid_AB718,CP058048.1,GCA_014109005.1_ASM1410900v1_202109200955_90_length_3780_cov_273.106130
GCA_014109005.1_ASM1410900v1,plasmid_AB718,CP058048.1,GCA_014109005.1_ASM1410900v1_202109200955_92_length_2863_cov_268.605528
GCA_014109005.1_ASM1410900v1,plasmid_AB718,CP058048.1,GCA_014109005.1_ASM1410900v1_202109200955_100_length_1551_cov_640.761872
GCA_014109005.1_ASM1410900v1,plasmid_AB718,CP058047.1,GCA_014109005.1_ASM1410900v1_202109200955_100_length_1551_cov_640.761872
GCA_014109005.1_ASM1410900v1,plasmid_AB718,CP058047.1,GCA_014109005.1_ASM1410900v1_202109200955_100_length_1551_cov_640.761872
GCA_014109005.1_ASM1410900v1,plasmid_AB718,CP058048.1,GCA_014109005.1_ASM1410900v1_202109200955_102_length_1506_cov_277.261721
GCA_014109005.1_ASM1410900v1,plasmid_AB718,CP058048.1,GCA_014109005.1_ASM1410900v1_202109200955_104_length_1194_cov_260.537153
GCA_014109005.1_ASM1410900v1,plasmid_AA583,CP058047.1,GCA_014109005.1_ASM1410900v1_202109200955_83_length_5281_cov_185.892198
GCA_014169695.1_ASM1416969v1,plasmid_AB060,AP022250.1,GCA_014169695.1_ASM1416969v1_202109200955_94_length_3401_cov_1043.391570
GCA_014169695.1_ASM1416969v1,plasmid_AD487,AP022251.1,GCA_014169695.1_ASM1416969v1_202109200955_95_length_3194_cov_417.057059
GCA_014169695.1_ASM1416969v1,plasmid_AB595,AP022245.1,GCA_014169695.1_ASM1416969v1_202109200955_85_length_4409_cov_62.273704
GCA_014169695.1_ASM1416969v1,plasmid_AB595,AP022245.1,GCA_014169695.1_ASM1416969v1_202109200955_113_length_1802_cov_40.364179
GCA_014169695.1_ASM1416969v1,plasmid_AA329,AP022247.1,GCA_014169695.1_ASM1416969v1_202109200955_62_length_14093_cov_26.504869
GCA_014169695.1_ASM1416969v1,plasmid_AA329,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_66_length_11272_cov_27.126335,1,1004
GCA_014169695.1_ASM1416969v1,plasmid_AA329,AP022247.1,GCA_014169695.1_ASM1416969v1_202109200955_66_length_11272_cov_27.126335,1005,11272
GCA_014169695.1_ASM1416969v1,plasmid_AA329,AP022247.1,GCA_014169695.1_ASM1416969v1_202109200955_103_length_2176_cov_27.769644
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_41_length_39835_cov_33.580110
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_63_length_13544_cov_30.334203
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_64_length_13161_cov_33.561762
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022247.1,GCA_014169695.1_ASM1416969v1_202109200955_72_length_8888_cov_25.420158
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_75_length_7657_cov_28.788977
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_77_length_5848_cov_34.055585
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_78_length_5502_cov_29.725209
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022247.1,GCA_014169695.1_ASM1416969v1_202109200955_81_length_4985_cov_28.467682
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_82_length_4664_cov_31.595107
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_86_length_4284_cov_32.104162
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_90_length_3933_cov_29.306096
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_92_length_3736_cov_35.525353
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_96_length_3177_cov_30.881967
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022248.1,GCA_014169695.1_ASM1416969v1_202109200955_98_length_2749_cov_17.735698
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_99_length_2691_cov_66.100624
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022248.1,GCA_014169695.1_ASM1416969v1_202109200955_99_length_2691_cov_66.100624
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_102_length_2222_cov_31.545107
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_104_length_2005_cov_31.123003
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022245.1,GCA_014169695.1_ASM1416969v1_202109200955_110_length_1883_cov_62.460137
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_110_length_1883_cov_62.460137
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022247.1,GCA_014169695.1_ASM1416969v1_202109200955_112_length_1823_cov_30.689858
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_116_length_1733_cov_30.062889
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_117_length_1730_cov_28.795384
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_119_length_1584_cov_49.624571
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_119_length_1584_cov_49.624571
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022247.1,GCA_014169695.1_ASM1416969v1_202109200955_120_length_1506_cov_31.682379
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022246.1,GCA_014169695.1_ASM1416969v1_202109200955_121_length_1494_cov_41.084857
GCA_014169695.1_ASM1416969v1,plasmid_AA175,AP022247.1,GCA_014169695.1_ASM1416969v1_202109200955_121_length_1494_cov_41.084857
GCA_014169695.1_ASM1416969v1,plasmid_AC305,AP022248.1,GCA_014169695.1_ASM1416969v1_202109200955_54_length_20091_cov_29.025546
GCA_014169695.1_ASM1416969v1,plasmid_AC305,AP022248.1,GCA_014169695.1_ASM1416969v1_202109200955_68_length_10264_cov_20.974253
GCA_014169695.1_ASM1416969v1,plasmid_AC305,AP022245.1,GCA_014169695.1_ASM1416969v1_202109200955_88_length_4127_cov_48.117250
GCA_014169695.1_ASM1416969v1,plasmid_AC305,AP022248.1,GCA_014169695.1_ASM1416969v1_202109200955_101_length_2255_cov_19.397556
GCA_014169695.1_ASM1416969v1,plasmid_AC305,AP022248.1,GCA_014169695.1_ASM1416969v1_202109200955_105_length_1976_cov_21.697674
GCA_014169695.1_ASM1416969v1,plasmid_AC305,AP022248.1,GCA_014169695.1_ASM1416969v1_202109200955_125_length_1272_cov_23.951965
GCA_014169435.1_ASM1416943v1,plasmid_AC044,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_52_length_6138_cov_16.430378
GCA_014169435.1_ASM1416943v1,plasmid_AC044,AP022171.1,GCA_014169435.1_ASM1416943v1_202109200955_54_length_5030_cov_24.610850
GCA_014169435.1_ASM1416943v1,plasmid_AC044,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_75_length_2104_cov_13.946383
GCA_014169435.1_ASM1416943v1,plasmid_AC044,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_86_length_1581_cov_12.437414
GCA_014169435.1_ASM1416943v1,plasmid_AC044,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_89_length_1473_cov_9.770431
GCA_014169435.1_ASM1416943v1,plasmid_AC044,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_93_length_1268_cov_11.619632
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_32_length_25611_cov_16.150055
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_44_length_11741_cov_15.309454
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_48_length_10524_cov_13.675336
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_50_length_8513_cov_25.235869
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_53_length_5379_cov_11.070830
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_57_length_4670_cov_13.689192
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_59_length_4637_cov_14.233703
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_66_length_3408_cov_17.148430
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_70_length_2547_cov_18.259504
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_72_length_2505_cov_25.509672
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_72_length_2505_cov_25.509672
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_73_length_2493_cov_17.781065
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_74_length_2241_cov_14.684957
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_76_length_2028_cov_26.874803
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_76_length_2028_cov_26.874803
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_78_length_1987_cov_15.726882
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_79_length_1959_cov_18.185590
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_80_length_1769_cov_17.274056
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_83_length_1742_cov_15.638390
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_87_length_1548_cov_16.226601
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_90_length_1469_cov_19.134873
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_95_length_1118_cov_15.480323
GCA_014169435.1_ASM1416943v1,plasmid_AA337,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_96_length_1093_cov_14.233954
GCA_014169435.1_ASM1416943v1,plasmid_AA336,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_42_length_12991_cov_11.001244
GCA_014169435.1_ASM1416943v1,plasmid_AA336,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_60_length_4612_cov_10.755407
GCA_014169435.1_ASM1416943v1,plasmid_AA336,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_65_length_3543_cov_12.720141
GCA_014169435.1_ASM1416943v1,plasmid_AA336,AP022171.1,GCA_014169435.1_ASM1416943v1_202109200955_67_length_3027_cov_29.156897
GCA_014169435.1_ASM1416943v1,plasmid_AA336,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_81_length_1769_cov_11.893423
GCA_014169435.1_ASM1416943v1,plasmid_AA336,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_82_length_1767_cov_11.214634
GCA_014169435.1_ASM1416943v1,plasmid_AA336,AP022172.1,GCA_014169435.1_ASM1416943v1_202109200955_84_length_1742_cov_11.634056
GCA_013886475.1_ASM1388647v1,plasmid_AA304,CP057571.1,GCA_013886475.1_ASM1388647v1_202109200955_16_length_105960_cov_19.333714
